Date,District,Block,State,Rainfall_mm,Temp_Max_C,Temp_Min_C,RH_Morning_pct,RH_Afternoon_pct,Wind_Speed_kmh,Wind_Direction,Cloud_Cover_Octa,Sky_Condition,Issued_By
2026-08-22,Ballari,Ballari,Karnataka,0.0,36.5,25.0,74,38,15,WNW,2,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-23,Ballari,Ballari,Karnataka,0.0,38.0,23.0,74,38,15,WNW,2,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-24,Ballari,Ballari,Karnataka,0.0,35.0,24.0,74,38,15,WNW,2,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-25,Ballari,Ballari,Karnataka,0.0,36.5,25.0,74,38,15,WNW,2,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-21,Ballari,Kampli,Karnataka,0.0,35.0,24.0,74,38,15,WNW,2,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-22,Ballari,Kampli,Karnataka,0.0,36.5,25.0,74,38,15,WNW,2,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-23,Ballari,Kampli,Karnataka,0.0,38.0,23.0,74,38,15,WNW,2,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-24,Ballari,Kampli,Karnataka,0.0,35.0,24.0,74,38,15,WNW,2,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-25,Ballari,Kampli,Karnataka,0.0,36.5,25.0,74,38,15,WNW,2,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-21,Ballari,Kurugodu,Karnataka,0.0,35.0,24.0,74,38,15,WNW,2,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-22,Ballari,Kurugodu,Karnataka,0.0,36.5,25.0,74,38,15,WNW,2,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-23,Ballari,Kurugodu,Karnataka,0.0,38.0,23.0,74,38,15,WNW,2,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-24,Ballari,Kurugodu,Karnataka,0.0,35.0,24.0,74,38,15,WNW,2,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-25,Ballari,Kurugodu,Karnataka,0.0,36.5,25.0,74,38,15,WNW,2,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-21,Ballari,Sanduru,Karnataka,0.0,35.0,24.0,74,38,15,WNW,2,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-22,Ballari,Sanduru,Karnataka,0.0,36.5,25.0,74,38,15,WNW,2,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-23,Ballari,Sanduru,Karnataka,0.0,38.0,23.0,74,38,15,WNW,2,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-24,Ballari,Sanduru,Karnataka,0.0,35.0,24.0,74,38,15,WNW,2,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-25,Ballari,Sanduru,Karnataka,0.0,36.5,25.0,74,38,15,WNW,2,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-21,Ballari,Siruguppa,Karnataka,0.0,35.0,24.0,74,38,15,WNW,2,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-22,Ballari,Siruguppa,Karnataka,0.0,36.5,25.0,74,38,15,WNW,2,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-23,Ballari,Siruguppa,Karnataka,0.0,38.0,23.0,74,38,15,WNW,2,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-24,Ballari,Siruguppa,Karnataka,0.0,35.0,24.0,74,38,15,WNW,2,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-25,Ballari,Siruguppa,Karnataka,0.0,36.5,25.0,74,38,15,WNW,2,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-21,Belagavi,Belagavi,Karnataka,0.0,31.0,20.0,84,52,13,W,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-22,Belagavi,Belagavi,Karnataka,5.2,32.5,21.0,84,52,13,W,6,Partly cloudy with light rain,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-23,Belagavi,Belagavi,Karnataka,0.0,34.0,19.0,84,52,13,W,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-24,Belagavi,Belagavi,Karnataka,5.2,31.0,20.0,84,52,13,W,6,Partly cloudy with light rain,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-25,Belagavi,Belagavi,Karnataka,0.0,32.5,21.0,84,52,13,W,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-21,Belagavi,Athani,Karnataka,0.0,31.0,20.0,84,52,13,W,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-22,Belagavi,Athani,Karnataka,5.2,32.5,21.0,84,52,13,W,6,Partly cloudy with light rain,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-23,Belagavi,Athani,Karnataka,0.0,34.0,19.0,84,52,13,W,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-24,Belagavi,Athani,Karnataka,5.2,31.0,20.0,84,52,13,W,6,Partly cloudy with light rain,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-25,Belagavi,Athani,Karnataka,0.0,32.5,21.0,84,52,13,W,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-21,Belagavi,Bailhongal,Karnataka,0.0,31.0,20.0,84,52,13,W,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-22,Belagavi,Bailhongal,Karnataka,5.2,32.5,21.0,84,52,13,W,6,Partly cloudy with light rain,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-23,Belagavi,Bailhongal,Karnataka,0.0,34.0,19.0,84,52,13,W,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-24,Belagavi,Bailhongal,Karnataka,5.2,31.0,20.0,84,52,13,W,6,Partly cloudy with light rain,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-25,Belagavi,Bailhongal,Karnataka,0.0,32.5,21.0,84,52,13,W,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-21,Belagavi,Chikkodi,Karnataka,0.0,31.0,20.0,84,52,13,W,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-22,Belagavi,Chikkodi,Karnataka,5.2,32.5,21.0,84,52,13,W,6,Partly cloudy with light rain,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-23,Belagavi,Chikkodi,Karnataka,0.0,34.0,19.0,84,52,13,W,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-24,Belagavi,Chikkodi,Karnataka,5.2,31.0,20.0,84,52,13,W,6,Partly cloudy with light rain,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-25,Belagavi,Chikkodi,Karnataka,0.0,32.5,21.0,84,52,13,W,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-21,Belagavi,Gokak,Karnataka,0.0,31.0,20.0,84,52,13,W,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-22,Belagavi,Gokak,Karnataka,5.2,32.5,21.0,84,52,13,W,6,Partly cloudy with light rain,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-23,Belagavi,Gokak,Karnataka,0.0,34.0,19.0,84,52,13,W,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-24,Belagavi,Gokak,Karnataka,5.2,31.0,20.0,84,52,13,W,6,Partly cloudy with light rain,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-25,Belagavi,Gokak,Karnataka,0.0,32.5,21.0,84,52,13,W,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-21,Belagavi,Hukkeri,Karnataka,0.0,31.0,20.0,84,52,13,W,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-22,Belagavi,Hukkeri,Karnataka,5.2,32.5,21.0,84,52,13,W,6,Partly cloudy with light rain,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-23,Belagavi,Hukkeri,Karnataka,0.0,34.0,19.0,84,52,13,W,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-24,Belagavi,Hukkeri,Karnataka,5.2,31.0,20.0,84,52,13,W,6,Partly cloudy with light rain,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-25,Belagavi,Hukkeri,Karnataka,0.0,32.5,21.0,84,52,13,W,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-21,Belagavi,Kagawad,Karnataka,0.0,31.0,20.0,84,52,13,W,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-22,Belagavi,Kagawad,Karnataka,5.2,32.5,21.0,84,52,13,W,6,Partly cloudy with light rain,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-23,Belagavi,Kagawad,Karnataka,0.0,34.0,19.0,84,52,13,W,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-24,Belagavi,Kagawad,Karnataka,5.2,31.0,20.0,84,52,13,W,6,Partly cloudy with light rain,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-25,Belagavi,Kagawad,Karnataka,0.0,32.5,21.0,84,52,13,W,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-21,Belagavi,Khanapur,Karnataka,0.0,31.0,20.0,84,52,13,W,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-22,Belagavi,Khanapur,Karnataka,5.2,32.5,21.0,84,52,13,W,6,Partly cloudy with light rain,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-23,Belagavi,Khanapur,Karnataka,0.0,34.0,19.0,84,52,13,W,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-24,Belagavi,Khanapur,Karnataka,5.2,31.0,20.0,84,52,13,W,6,Partly cloudy with light rain,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-25,Belagavi,Khanapur,Karnataka,0.0,32.5,21.0,84,52,13,W,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-21,Belagavi,Kittur,Karnataka,0.0,31.0,20.0,84,52,13,W,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-22,Belagavi,Kittur,Karnataka,5.2,32.5,21.0,84,52,13,W,6,Partly cloudy with light rain,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-23,Belagavi,Kittur,Karnataka,0.0,34.0,19.0,84,52,13,W,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-24,Belagavi,Kittur,Karnataka,5.2,31.0,20.0,84,52,13,W,6,Partly cloudy with light rain,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-25,Belagavi,Kittur,Karnataka,0.0,32.5,21.0,84,52,13,W,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-21,Belagavi,Mudalgi,Karnataka,0.0,31.0,20.0,84,52,13,W,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-22,Belagavi,Mudalgi,Karnataka,5.2,32.5,21.0,84,52,13,W,6,Partly cloudy with light rain,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-23,Belagavi,Mudalgi,Karnataka,0.0,34.0,19.0,84,52,13,W,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-24,Belagavi,Mudalgi,Karnataka,5.2,31.0,20.0,84,52,13,W,6,Partly cloudy with light rain,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-25,Belagavi,Mudalgi,Karnataka,0.0,32.5,21.0,84,52,13,W,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-21,Belagavi,Nipani,Karnataka,0.0,31.0,20.0,84,52,13,W,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-22,Belagavi,Nipani,Karnataka,5.2,32.5,21.0,84,52,13,W,6,Partly cloudy with light rain,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-23,Belagavi,Nipani,Karnataka,0.0,34.0,19.0,84,52,13,W,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-24,Belagavi,Nipani,Karnataka,5.2,31.0,20.0,84,52,13,W,6,Partly cloudy with light rain,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-25,Belagavi,Nipani,Karnataka,0.0,32.5,21.0,84,52,13,W,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-21,Belagavi,Raibag,Karnataka,0.0,31.0,20.0,84,52,13,W,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-22,Belagavi,Raibag,Karnataka,5.2,32.5,21.0,84,52,13,W,6,Partly cloudy with light rain,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-23,Belagavi,Raibag,Karnataka,0.0,34.0,19.0,84,52,13,W,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-24,Belagavi,Raibag,Karnataka,5.2,31.0,20.0,84,52,13,W,6,Partly cloudy with light rain,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-25,Belagavi,Raibag,Karnataka,0.0,32.5,21.0,84,52,13,W,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-21,Belagavi,Ramdurg,Karnataka,0.0,31.0,20.0,84,52,13,W,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-22,Belagavi,Ramdurg,Karnataka,5.2,32.5,21.0,84,52,13,W,6,Partly cloudy with light rain,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-23,Belagavi,Ramdurg,Karnataka,0.0,34.0,19.0,84,52,13,W,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-24,Belagavi,Ramdurg,Karnataka,5.2,31.0,20.0,84,52,13,W,6,Partly cloudy with light rain,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-25,Belagavi,Ramdurg,Karnataka,0.0,32.5,21.0,84,52,13,W,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-21,Belagavi,Saundatti,Karnataka,0.0,31.0,20.0,84,52,13,W,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-22,Belagavi,Saundatti,Karnataka,5.2,32.5,21.0,84,52,13,W,6,Partly cloudy with light rain,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-23,Belagavi,Saundatti,Karnataka,0.0,34.0,19.0,84,52,13,W,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-24,Belagavi,Saundatti,Karnataka,5.2,31.0,20.0,84,52,13,W,6,Partly cloudy with light rain,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-25,Belagavi,Saundatti,Karnataka,0.0,32.5,21.0,84,52,13,W,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-21,Bengaluru Rural,Devanahalli,Karnataka,0.0,29.0,20.0,84,51,11,W,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-22,Bengaluru Rural,Devanahalli,Karnataka,4.8,30.5,21.0,84,51,11,W,5,Partly cloudy with light rain,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-23,Bengaluru Rural,Devanahalli,Karnataka,0.0,32.0,19.0,84,51,11,W,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-24,Bengaluru Rural,Devanahalli,Karnataka,4.8,29.0,20.0,84,51,11,W,5,Partly cloudy with light rain,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-25,Bengaluru Rural,Devanahalli,Karnataka,0.0,30.5,21.0,84,51,11,W,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-21,Bengaluru Rural,Doddaballapura,Karnataka,0.0,29.0,20.0,84,51,11,W,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-22,Bengaluru Rural,Doddaballapura,Karnataka,4.8,30.5,21.0,84,51,11,W,5,Partly cloudy with light rain,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-23,Bengaluru Rural,Doddaballapura,Karnataka,0.0,32.0,19.0,84,51,11,W,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-24,Bengaluru Rural,Doddaballapura,Karnataka,4.8,29.0,20.0,84,51,11,W,5,Partly cloudy with light rain,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-25,Bengaluru Rural,Doddaballapura,Karnataka,0.0,30.5,21.0,84,51,11,W,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-21,Bengaluru Rural,Hosakote,Karnataka,0.0,29.0,20.0,84,51,11,W,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-22,Bengaluru Rural,Hosakote,Karnataka,4.8,30.5,21.0,84,51,11,W,5,Partly cloudy with light rain,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-23,Bengaluru Rural,Hosakote,Karnataka,0.0,32.0,19.0,84,51,11,W,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-24,Bengaluru Rural,Hosakote,Karnataka,4.8,29.0,20.0,84,51,11,W,5,Partly cloudy with light rain,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-25,Bengaluru Rural,Hosakote,Karnataka,0.0,30.5,21.0,84,51,11,W,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-21,Bengaluru Rural,Nelamangala,Karnataka,0.0,29.0,20.0,84,51,11,W,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-22,Bengaluru Rural,Nelamangala,Karnataka,4.8,30.5,21.0,84,51,11,W,5,Partly cloudy with light rain,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-23,Bengaluru Rural,Nelamangala,Karnataka,0.0,32.0,19.0,84,51,11,W,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-24,Bengaluru Rural,Nelamangala,Karnataka,4.8,29.0,20.0,84,51,11,W,5,Partly cloudy with light rain,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-25,Bengaluru Rural,Nelamangala,Karnataka,0.0,30.5,21.0,84,51,11,W,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
